name,mass,mass_error_min,mass_error_max,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min
109 Psc b,5.743,0.289,1.011,0.078,0.078,1.152,0.0
112 Psc b,0.033,0.005,0.004,0.005,0.004,0.67535,0.0
112 Psc c,9.866,1.781,3.19,0.0,0.0,0.67535,0.0
11 UMi b,11.0873,1.1,1.1,1.1,1.1,0.67535,0.0
14 And Ab,4.684,0.23,0.23,0.23,0.23,0.67535,0.0
14 Her b,8.9,1.7,1.3,0.0,0.0,0.67535,0.0
14 Her c,7.9,1.2,1.6,0.0,0.0,0.67535,0.0
16 Cyg Bb,1.64,0.08,0.08,0.08,0.08,0.67535,0.0
18 Del Ab,10.3,0.36,0.36,0.36,0.36,0.67535,0.0
23 Lib b,1.59,0.02,0.02,0.02,0.02,0.67535,0.0
23 Lib c,0.82,0.03,0.03,0.03,0.03,0.67535,0.0
24 Boo b,0.91,0.11,0.11,0.11,0.11,0.67535,0.0
24 Sex b,1.84,0.11,0.11,0.11,0.11,0.67535,0.0
24 Sex c,1.52,0.2,0.2,0.2,0.2,0.67535,0.0
2M 1253+2734 b,8.3,0.2,1.8,0.2,1.8,0.67535,0.0
2M1510 (AB)b,0.031,0.0,0.0,0.0,0.0,0.67535,0.0
2MASS J0437+2651 b,4.0,0.0,0.0,0.0,0.0,0.67535,0.0
2MASS J0558-4501 b,9.0,3.0,3.0,0.0,0.0,0.67535,0.0
2MASS J1155-7919 b,10.0,0.0,0.0,0.0,0.0,0.67535,0.0
2MASS J1252+2735 b,6.88,0.64,0.21,0.64,0.21,0.67535,0.0
2MASS J1258+2630 b,3.4,0.18,0.31,0.18,0.31,0.67535,0.0
2MASS J2236+4751 b,12.5,1.5,1.5,0.0,0.0,0.67535,0.0
38 Vir b,4.51,0.5,0.5,0.5,0.5,0.67535,0.0
41 Com Ab,6.3,1.0,1.0,1.0,1.0,0.67535,0.0
44 Uma b,12.11,0.85,0.2,0.85,0.2,0.67535,0.0
47 UMa b,2.53,0.06,0.07,0.06,0.07,0.67535,0.0
47 UMa c,0.54,0.073,0.066,0.073,0.066,0.67535,0.0
47 UMa d,1.64,0.48,0.29,0.48,0.29,0.67535,0.0
51 Eri Ab,4.1,0.5,0.5,0.0,0.0,1.11,0.13
51 Peg b,0.47,0.07,0.03,0.06,0.01,1.9,0.3
54 Psc b,0.23,0.013,0.297,0.011,0.011,0.67535,0.0
55 Cnc Ab,0.84,0.031,0.23,0.031,0.131,0.67535,0.0
55 Cnc Ac,0.1784,0.0078,0.0275,0.0078,0.0275,0.67535,0.0
55 Cnc Ad,3.84,0.08,0.08,0.08,0.08,0.67535,0.0
55 Cnc Ae,0.02703,0.00135,0.00135,0.0,0.0,0.1737,0.00339
55 Cnc Af,0.1479,0.0093,0.0219,0.0093,0.0219,0.67535,0.0
61 Vir b,0.016,0.0016,0.0016,0.0016,0.0016,0.67535,0.0
61 Vir c,0.0573,0.0035,0.0035,0.0035,0.0035,0.67535,0.0
61 Vir d,0.072,0.008,0.008,0.008,0.008,0.67535,0.0
6 Lyn b,2.01,0.077,0.077,0.077,0.077,0.67535,0.0
70 Vir Ab,6.6,0.0,0.0,0.0,0.0,0.67535,0.0
75 Cet Ab,2.48,0.09,0.07,0.09,0.07,0.67535,0.0
75 Cet Ac,0.91,0.09,0.09,0.09,0.09,0.67535,0.0
79 Cet Ab,0.215,0.03,0.03,0.03,0.03,0.67535,0.0
81 Cet b,5.3,0.0,0.0,0.0,0.0,0.67535,0.0
82 Eri b,0.00676,0.00053,0.00053,0.00053,0.00053,0.67535,0.0
82 Eri c,0.00793,0.0025,0.0016,0.0025,0.0016,0.67535,0.0
82 Eri d,0.01831,0.00179,0.00179,0.00179,0.00179,0.67535,0.0
82 Eri e,0.01501,0.00271,0.00302,0.00271,0.00302,0.67535,0.0
8 Umi b,1.65,0.06,0.06,0.06,0.06,0.67535,0.0
94 Cet Ab,1.37,0.12,0.12,0.12,0.12,0.67535,0.0
AB Aur b,9.0,15.0,17.0,0.0,0.0,0.67535,0.0
AB Pic c,5.75,3.25,3.25,0.0,0.0,0.67535,0.0
AF Lep b,3.75,0.5,0.5,0.0,0.0,1.3,0.15
alf Ari b,1.8,0.2,0.2,0.2,0.2,0.67535,0.0
AT2021uey b,1.34,0.5,0.45,0.0,0.0,0.67535,0.0
AU Mic b,0.028,0.0084,0.0082,0.0,0.0,0.4273,0.027
AU Mic c,0.0456,0.0107,0.0107,0.0,0.0,0.2248,0.0223
AU Mic d,0.003187,0.000459,0.000459,0.0,0.0,0.67535,0.0
Barnard's star b,0.000941,8.2e-05,8.2e-05,8.2e-05,8.2e-05,0.67535,0.0
Barnard's star c,0.001054,9e-05,9e-05,9e-05,9e-05,0.67535,0.0
Barnard's star d,0.000827,7.6e-05,7.6e-05,7.6e-05,7.6e-05,0.67535,0.0
Barnard's star e,0.0006,9e-05,9e-05,9e-05,9e-05,0.67535,0.0
b Cen (AB)b,10.9,1.6,1.6,0.0,0.0,0.67535,0.0
BD+03 2562 b,6.4,1.3,1.3,1.3,1.3,0.67535,0.0
BD-06 1339 c,0.17,0.03,0.03,0.03,0.03,0.67535,0.0
BD-06 1339 d,0.0582,0.0296,0.0365,0.0296,0.0365,0.67535,0.0
BD-06 1339 e,0.0104,0.0044,0.0047,0.0044,0.0047,0.67535,0.0
BD-08 2823 b,0.045,0.007,0.007,0.007,0.007,0.67535,0.0
BD-08 2823 c,0.33,0.03,0.03,0.03,0.03,0.67535,0.0
BD-10 3166 b,0.46,0.0,0.0,0.0,0.0,1.03,0.0
BD-11 4672 b,0.65,0.05,0.05,0.05,0.05,0.67535,0.0
BD-11 4672 c,0.04836,0.0066,0.009,0.0066,0.009,0.67535,0.0
BD+14 4559 b,1.47,0.0,0.0,0.0,0.0,0.67535,0.0
BD+15 2375 b,1.06,0.27,0.27,0.27,0.27,0.67535,0.0
BD+15 2940 b,1.11,0.0,0.0,0.0,0.0,0.67535,0.0
BD-17 63 b,5.325,0.036,0.036,0.12,0.12,0.67535,0.0
BD+20 2457 c,12.47,0.0,0.0,0.0,0.0,0.67535,0.0
BD+20 274 b,4.2,0.0,0.0,0.0,0.0,0.67535,0.0
BD+20 594 b,0.07,0.03,0.03,0.019,0.019,0.23,0.01
BD-21 397 c,4.8,0.6,0.6,0.0,0.0,0.67535,0.0
BD+45 564 b,1.36,0.12,0.12,0.12,0.12,0.67535,0.0
BD+48 738 b,0.91,0.0,0.0,0.0,0.0,0.67535,0.0
BD+48 740 b,1.7,0.7,0.7,0.7,0.7,0.67535,0.0
BD+49 828 b,1.6,0.2,0.4,0.2,0.4,0.67535,0.0
BD+55 362 b,0.72,0.08,0.08,0.08,0.08,0.67535,0.0
BD+63 1405 Ab,3.96,0.31,0.31,0.31,0.31,0.67535,0.0
BEBOP-3 (AB)b,0.558,0.048,0.051,0.048,0.051,0.67535,0.0
beta Cnc Ab,7.8,0.8,0.8,0.8,0.8,0.67535,0.0
beta Pic b,11.9,3.04,2.93,0.0,0.0,1.65,0.06
beta Pic c,8.89,0.75,0.75,0.5,0.5,1.2,0.1
beta Umi b,6.1,1.0,1.0,1.0,1.0,0.67535,0.0
CD Cet b,0.01244,0.00136,0.0,0.00135,0.00135,0.67535,0.0
CFHTWIR-Oph 98 b,7.8,0.8,0.8,0.0,0.0,1.86,0.05
chi Sco b,4.32,0.12,0.15,0.12,0.15,0.67535,0.0
chi Vir b,11.09,1.0,1.0,1.0,1.0,0.67535,0.0
chi Vir c,3.1,0.4,0.4,0.4,0.4,0.67535,0.0
CHXR 73 Ab,12.0,5.0,8.0,0.0,0.0,0.67535,0.0
CI Tau c,3.6,0.3,0.3,0.3,0.3,0.67535,0.0
COCONUTS-2 b,6.4,2.0,2.0,0.0,0.0,1.12,0.04
CoRoT-10 b,2.75,0.14,0.14,0.0,0.0,0.97,0.05
CoRoT-11 b,2.33,0.27,0.27,0.0,0.0,1.43,0.033
CoRoT-12 b,0.917,0.065,0.07,0.0,0.0,1.44,0.13
CoRoT-13 b,1.308,0.066,0.066,0.0,0.0,0.885,0.014
CoRoT-14 b,7.6,0.6,0.6,0.0,0.0,1.09,0.07
CoRoT-16 b,0.535,0.085,0.085,0.0,0.0,1.17,0.14
CoRoT-17 b,2.43,0.16,0.16,0.0,0.0,1.02,0.07
CoRoT-18 b,3.47,0.38,0.38,0.0,0.0,1.31,0.18
CoRoT-19 b,1.11,0.06,0.06,0.0,0.0,1.29,0.05
CoRoT-1 b,1.03,0.12,0.12,0.0,0.0,1.49,0.08
CoRoT-20 b,4.24,0.23,0.23,0.0,0.0,0.84,0.04
CoRoT-21 b,2.26,0.31,0.31,0.0,0.0,1.3,0.14
CoRoT-22 b,0.06,0.0214,0.0941,0.0,0.0,0.4354,0.0348
CoRoT-23 b,2.8,0.25,0.25,0.0,0.0,1.08,0.13
CoRoT-24 b,0.018,0.01799,0.0,0.0,0.0,0.33,0.04
CoRoT-24 c,0.088,0.035,0.035,0.0,0.0,0.44,0.04
CoRoT-25 b,0.27,0.04,0.04,0.0,0.0,1.08,0.1
CoRoT-26 b,0.52,0.05,0.05,0.0,0.0,1.26,0.07
CoRoT-27 b,10.39,0.55,0.55,0.0,0.0,1.007,0.044
CoRoT-28 b,0.484,0.087,0.087,0.087,0.087,0.955,0.066
CoRoT-29 b,0.85,0.2,0.2,0.2,0.2,0.9,0.16
CoRoT-2 Ab,3.31,0.16,0.16,0.0,0.0,1.465,0.029
CoRoT-30 b,2.9,0.22,0.22,0.0,0.0,1.009,0.076
CoRoT-31 b,0.84,0.34,0.34,0.0,0.0,1.46,0.3
CoRoT-32 b,0.15,0.1,0.1,0.0,0.0,0.57,0.06
CoRoT-35 b,1.1,0.37,0.37,0.0,0.0,1.68,0.11
CoRoT-36 b,0.68,0.68,0.47,0.0,0.0,1.41,0.14
CoRoT-4 b,0.72,0.08,0.08,0.0,0.0,1.19,0.05
CoRoT-5 b,0.467,0.024,0.047,0.0,0.0,1.33,0.047
CoRoT-6 b,2.96,0.34,0.34,0.0,0.0,1.166,0.035
CoRoT-7 Ab,0.01907,0.00205,0.00205,0.0,0.0,0.136,0.0
CoRoT-7 Ac,0.041812,0.002168,0.002168,0.002168,0.002168,0.67535,0.0
CoRoT-7 Ad,0.053935,0.008029,0.008029,0.008029,0.008029,0.67535,0.0
CoRoT-8 b,0.2158,0.034,0.034,0.0,0.0,0.5692,0.0196
CoRoT-9 Ab,0.84,0.07,0.07,0.0,0.0,0.94,0.04
CRTS J071126.0+440405 (AB)b,6.8,0.7,0.7,0.7,0.7,0.67535,0.0
DE CVn b,11.0,3.0,3.0,3.0,3.0,0.67535,0.0
DH Tau b,11.0,0.003,0.01,0.0,0.0,0.67535,0.0
DMPP-4 b,0.0365,0.005,0.005,0.005,0.005,0.67535,0.0
DP Leo (AB) b,6.05,0.47,0.47,0.0,0.0,0.67535,0.0
DS Tuc Ab,0.0453,0.0453,0.0,0.0,0.0,0.5085,0.0152
DW Lyn b,5.58,1.44,1.44,1.44,1.44,0.67535,0.0
Elias 2-27 b,11.0,1.0,2.0,0.0,0.0,0.67535,0.0
EPIC 205084841 b,0.3883,0.303,0.303,0.0,0.0,1.561,0.152
eps CrB Ab,6.7,0.3,0.3,0.3,0.3,0.67535,0.0
eps Eridani b,0.98,0.1,0.1,0.2,0.2,0.67535,0.0
eps Ind Ab,2.96,0.4,0.4,0.0,0.0,0.67535,0.0
eps Ret Ab,1.35,0.11,0.11,0.11,0.11,0.67535,0.0
eps Tau b,7.34,0.4,0.5,0.4,0.5,0.67535,0.0
eta2 Hyi b,6.29,0.7,0.7,0.7,0.7,0.67535,0.0
eta Cet b,2.55,0.13,0.13,0.13,0.13,0.67535,0.0
eta Cet c,3.32,0.18,0.18,0.18,0.18,0.67535,0.0
FN Lyr b,11.3,0.0,0.0,0.0,0.0,0.67535,0.0
G 192-15 b,0.00324,0.00057,0.00057,0.00057,0.00057,0.67535,0.0
G 192-15 c,0.045,0.005,0.005,0.005,0.005,0.67535,0.0
G 261-6 b,0.00431,0.00072,0.00072,0.00072,0.00072,0.67535,0.0
G 264-012 b,0.0079,0.0009,0.0009,0.0009,0.0009,0.67535,0.0
G 264-012 c,0.0118,0.00151,0.00151,0.00151,0.00151,0.67535,0.0
G 268-110 b,0.00478,0.00079,0.00079,0.00079,0.00079,0.67535,0.0
G 9-40 b,0.013,0.00198,0.00198,0.0,0.0,0.17,0.0058
Gaia-1 b,1.68,0.11,0.11,0.0,0.0,1.229,0.021
Gaia22dkv b,0.5,0.05,0.05,0.0,0.0,0.67535,0.0
Gaia-2 b,0.773,0.041,0.041,0.0,0.0,1.327,0.014
Gaia-3 Ab,7.3,0.0,0.0,0.04,0.05,0.67535,0.0
Gaia-4 b,11.8,0.66,0.73,0.0,0.0,0.67535,0.0
GALEX 0718+3731 b,3.6,0.0,0.0,0.0,0.0,0.67535,0.0
gamma Lib b,1.029,0.087,0.087,0.087,0.087,0.67535,0.0
gamma Lib c,4.63,0.12,0.22,0.12,0.22,0.67535,0.0
gam Psc b,1.34,0.31,0.02,0.31,0.02,0.67535,0.0
GJ 1002 b,0.0034,0.00041,0.00041,0.00041,0.00041,0.67535,0.0
GJ 1002 c,0.00428,0.00053,0.00053,0.00053,0.00053,0.67535,0.0
GJ 1018 b,0.00843,0.0009,0.0009,0.0,0.0,0.1356,0.0107
GJ 1061 b,0.00453,0.00053,0.00053,0.00053,0.00053,0.67535,0.0
GJ 1061 c,0.00547,0.0006,0.0006,0.0006,0.0006,0.67535,0.0
GJ 1061 d,0.00494,0.00079,0.00085,0.00079,0.00085,0.67535,0.0
GJ 1132 b,0.00522,0.00072,0.00072,0.0,0.0,0.1035,0.0098
GJ 1132 c,0.00831,0.00138,0.00138,0.00138,0.00138,0.67535,0.0
GJ 1151 c,0.03341,0.00463,0.00412,0.00463,0.00412,0.67535,0.0
GJ 1214 b,0.02571,0.00135,0.00135,0.0,0.0,0.24463,0.00473
GJ 1252 b,0.00415,0.00176,0.00176,0.0,0.0,0.1053,0.00696
GJ 1265 b,0.0233,0.0016,0.0016,0.0016,0.0016,0.67535,0.0
GJ 1289 b,0.01973,0.00393,0.00387,0.00393,0.00387,0.67535,0.0
GJ 143 b,0.0714,0.006,0.0069,0.0,0.0,0.2329,0.0143
GJ 143 c,0.01164,0.011638,0.0,0.0,0.0,0.07958,0.00517
GJ 15 Ab,0.00953,0.00138,0.00145,0.00138,0.00145,0.67535,0.0
GJ 15 Ac,0.113,0.016,0.088,0.016,0.088,0.67535,0.0
GJ 160.2 b,0.0245,0.0098,0.0098,0.0098,0.0098,0.67535,0.0
GJ 163 b,0.0311,0.0072,0.0072,0.0072,0.0072,0.67535,0.0
GJ 163 c,0.0239,0.0072,0.0091,0.0072,0.0091,0.67535,0.0
GJ 163 d,0.0636,0.0239,0.0239,0.0239,0.0239,0.67535,0.0
GJ 176 b,0.025,0.0066,0.0076,0.0066,0.0076,0.67535,0.0
GJ 176 c,0.0233,0.0113,0.013,0.0113,0.013,0.67535,0.0
GJ 179 b,0.7391,0.1608,0.1778,0.1608,0.1778,0.67535,0.0
GJ 179 c,0.0154,0.0085,0.0085,0.0085,0.0085,0.67535,0.0
GJ 180 b,0.02124,0.0056,0.00431,0.0056,0.00431,0.67535,0.0
GJ 180 c,0.020136551,0.012896206,0.01163804,0.012896206,0.01163804,0.67535,0.0
GJ 180 d,0.02357,0.00733,0.00837,0.00733,0.00837,0.67535,0.0
GJ 2030 Ab,0.014,0.002,0.002,0.002,0.002,0.67535,0.0
GJ 2030 Ac,12.934,2.36,2.36,0.0,0.0,0.67535,0.0
GJ 2056 b,0.051,0.0113,0.0113,0.0113,0.0113,0.67535,0.0
GJ 2056 c,0.4443,0.053,0.053,0.053,0.053,0.67535,0.0
GJ 2126 b,1.3,0.1,0.2,0.1,0.2,0.67535,0.0
GJ 229 c,0.03153,0.0192,0.01054,0.0192,0.01054,0.67535,0.0
GJ 229 d,0.02495,0.01082,0.01067,0.01082,0.01067,0.67535,0.0
GJ 251 b,0.013,0.0013,0.0013,0.0013,0.0013,0.67535,0.0
GJ 27.1 b,0.040902369,0.020759747,0.012896206,0.020759747,0.012896206,0.67535,0.0
GJ 3021 Ab,3.37,0.09,0.09,0.09,0.09,0.67535,0.0
GJ 3082 b,0.02759,0.01337,0.011,0.01337,0.011,0.67535,0.0
GJ 3090 b,0.01051,0.00227,0.00227,0.0,0.0,0.19,0.0098
GJ 3138 b,0.0132,0.0019,0.0019,0.0019,0.0019,0.67535,0.0
GJ 3138 c,0.0056,0.001,0.0011,0.001,0.0011,0.67535,0.0
GJ 3138 d,0.033,0.0066,0.0072,0.0066,0.0072,0.67535,0.0
GJ 317 b,1.7528,0.0576,0.0576,0.0576,0.0576,0.67535,0.0
GJ 317 c,1.644,0.0601,0.0601,0.0601,0.0601,0.67535,0.0
GJ 3222 Ab,0.038,0.006,0.011,0.006,0.011,0.67535,0.0
GJ 328 b,2.3,13.0,13.0,13.0,13.0,0.67535,0.0
GJ 328 c,0.0673,0.0107,0.0107,0.0107,0.0107,0.67535,0.0
GJ 3293 b,0.07406,0.0028,0.0028,0.0028,0.0028,0.67535,0.0
GJ 3293 c,0.06636,0.00396,0.00396,0.00396,0.00396,0.67535,0.0
GJ 3293 d,0.024,0.0031,0.0031,0.0031,0.0031,0.67535,0.0
GJ 3293 e,0.0103,0.002,0.002,0.002,0.002,0.67535,0.0
GJ 3323 b,0.00636,0.00079,0.00082,0.00079,0.00082,0.67535,0.0
GJ 3323 c,0.00727,0.0015,0.0016,0.0015,0.0016,0.67535,0.0
GJ 3341 b,0.35717,0.0053,0.0053,0.0053,0.0053,0.67535,0.0
GJ 338 Bb,0.0327,0.0038,0.0038,0.0038,0.0038,0.67535,0.0
GJ 341 b,0.00227,0.00044,0.00044,0.0,0.0,0.0821,0.0045
GJ 3470 b,0.0437,0.0016,0.0016,0.0,0.0,0.38826,0.0027
GJ 3473 Ab,0.00585,0.0009,0.0009,0.0,0.0,0.11277,0.00045
GJ 3473 Ac,0.0214,0.0,0.031,0.0,0.031,0.67535,0.0
GJ 3512 b,0.46,0.01,0.02,0.01,0.02,0.67535,0.0
GJ 3512 c,0.2,0.0,1.0,0.0,1.0,0.67535,0.0
GJ 357 b,0.006566,0.00101,0.00101,0.0,0.0,0.10411,0.0033
GJ 357 c,0.01158,0.00151,0.00151,0.00151,0.00151,0.67535,0.0
GJ 357 d,0.0227,0.0053,0.0053,0.0053,0.0053,0.67535,0.0
GJ 3634 b,0.026,0.007,0.0188,0.0035,0.0035,0.67535,0.0
GJ 367  b,0.001718,0.00022,0.00041,0.0,0.0,0.0526,0.0018
GJ 367 c,0.01284,0.0009,0.0009,0.0009,0.0009,0.67535,0.0
GJ 367 d,0.01897,0.0016,0.0016,0.0016,0.0016,0.67535,0.0
GJ 3779 b,0.0252,0.0016,0.0016,0.0016,0.0016,0.67535,0.0
GJ 3929 b,0.00381,0.0013,0.0013,0.0,0.0,0.1026,0.0036
GJ 3929 c,0.01658,0.00239,0.00239,0.00239,0.00239,0.67535,0.0
GJ 393 b,0.00538,0.00076,0.00076,0.00076,0.00076,0.67535,0.0
GJ 3942 b,0.0225,0.0019,0.0019,0.0019,0.0019,0.67535,0.0
GJ 3988 b,0.01161,0.00132,0.00132,0.00132,0.00132,0.67535,0.0
GJ 3998 b,0.0079,0.0009,0.0009,0.0009,0.0009,0.67535,0.0
GJ 3998 c,0.02146,0.00236,0.00245,0.00236,0.00245,0.67535,0.0
GJ 3998 d,0.0191,0.003,0.00302,0.003,0.00302,0.67535,0.0
GJ 414 Ab,0.02762,0.00777,0.0098,0.00777,0.0098,0.2632,0.009
GJ 414 Ac,0.17705,0.0311,0.0327,0.0311,0.0327,0.7833,0.2373
GJ 4276 b,0.0481,0.0038,0.0022,0.0038,0.0022,0.67535,0.0
GJ 4276 c,0.0135,0.0019,0.0013,0.0019,0.0013,0.67535,0.0
GJ 433 b,0.01869,0.00387,0.00488,0.00387,0.00488,0.67535,0.0
GJ 433 c,0.09055,0.0327,0.0327,0.0327,0.0327,0.67535,0.0
GJ 433 d,0.01554,0.00563,0.00793,0.00563,0.00793,0.67535,0.0
GJ 436 b,0.05836,0.0013,0.0013,0.0,0.0,0.32519,0.0018
GJ 463 b,3.6,0.4,0.4,0.15,0.15,0.67535,0.0
GJ 480 b,0.0277,0.0022,0.0022,0.0022,0.0022,0.67535,0.0
GJ 480 c,0.0085,0.0019,0.0019,0.0019,0.0019,0.67535,0.0
GJ 486 b,0.00887,0.00038,0.00038,0.0,0.0,0.11643,0.00598
GJ 504  b,4.0,1.0,4.5,0.0,0.0,0.96,0.07
GJ 536 b,0.0169,0.002,0.0022,0.002,0.0022,0.67535,0.0
GJ 581 b,0.0645,0.01092,0.01944,0.00085,0.00069,0.67535,0.0
GJ 581 c,0.02143,0.00365,0.00066,0.000752,0.001214,0.67535,0.0
GJ 581 e,0.0078,0.00132,0.0022,0.000507,0.00076,0.67535,0.0
GJ 625 b,0.0095,0.0016,0.0015,0.0016,0.0015,0.67535,0.0
GJ 649 b,0.328,0.032,0.032,0.032,0.032,0.67535,0.0
GJ 649 c,0.03,0.008,0.008,0.008,0.008,0.67535,0.0
GJ 667 Cb,0.0176,0.0041,0.0044,0.0041,0.0044,0.67535,0.0
GJ 667 Cc,0.012,0.0038,0.0047,0.0038,0.0047,0.67535,0.0
GJ 667 Ce,0.0085,0.0044,0.005,0.0044,0.005,0.67535,0.0
GJ 667 Cf,0.0085,0.0038,0.0044,0.0038,0.0044,0.67535,0.0
GJ 667 Cg,0.0145,0.0072,0.0082,0.0072,0.0082,0.67535,0.0
GJ 674 b,0.04,0.0,0.0,0.0,0.0,1.13,0.0
GJ 676 Ab,5.792,0.477,0.469,0.01,0.011,0.67535,0.0
GJ 676 Ad,0.014,0.002,0.002,0.002,0.002,0.67535,0.0
GJ 676 Ae,0.036,0.005,0.005,0.005,0.005,0.67535,0.0
GJ 682 b,0.013843879,0.007548999,0.01163804,0.007548999,0.01163804,0.67535,0.0
GJ 682 c,0.027365121,0.014468914,0.018243414,0.014468914,0.018243414,0.67535,0.0
GJ 685 b,0.0283,0.00057,0.00057,0.00057,0.00057,0.67535,0.0
GJ 687 b,0.0541,0.003,0.003,0.003,0.003,0.67535,0.0
GJ 687 c,0.05,0.0129,0.0129,0.0129,0.0129,0.67535,0.0
GJ 720 Ab,0.04292,0.00249,0.00249,0.00249,0.00249,0.67535,0.0
GJ 724 b,0.03382,0.00274,0.00302,0.00274,0.00302,0.67535,0.0
GJ 740 b,0.00931,0.0016,0.0016,0.0016,0.0016,0.67535,0.0
GJ 752 Ab,0.0384,0.0044,0.003,0.0044,0.003,0.67535,0.0
GJ 777 Ab,1.68,0.16,0.26,0.15,0.15,0.67535,0.0
GJ 777 Ac,0.08,0.011,0.049,0.00994,0.00994,0.67535,0.0
GJ 777 Ad,0.032,0.004,0.004,0.0,0.0,0.67535,0.0
GJ 785 b,0.0532,0.003,0.003,0.003,0.003,0.67535,0.0
GJ 785 c,0.076,0.02,0.02,0.02,0.02,0.67535,0.0
GJ 832 b,0.74,0.06,0.06,0.06,0.06,0.67535,0.0
GJ 849 b,0.9,0.05,0.05,0.05,0.05,0.67535,0.0
GJ 849 c,0.77,0.0,0.0,0.0,0.0,0.67535,0.0
GJ 86 Ab,4.27,0.1,0.1,0.1,0.1,0.67535,0.0
GJ 876 b,3.6,0.0,0.0,0.0,0.0,0.67535,0.0
GJ 876 c,0.698,0.013,0.013,0.013,0.013,0.67535,0.0
GJ 876 d,0.021741,0.00085,0.00069,0.0,0.0,0.67535,0.0
GJ 876 e,0.04855,0.004,0.00406,0.0,0.0,0.67535,0.0
GJ 887 b,0.0132,0.0019,0.0019,0.0019,0.0019,0.67535,0.0
GJ 887 c,0.0239,0.0038,0.0038,0.0038,0.0038,0.67535,0.0
GJ 896 Ab,2.26,0.57,0.57,0.0,0.0,0.67535,0.0
GJ 900 (ABC)b,11.0,0.0,0.0,0.0,0.0,0.67535,0.0
GJ 9066 c,0.23,0.02,0.02,0.02,0.02,0.67535,0.0
GJ 9404 b,0.0374,0.006,0.006,0.006,0.006,0.67535,0.0
GJ 9689 b,0.03036,0.0044,0.0044,0.0044,0.0044,0.67535,0.0
GJ 9714 Ab,9.403,1.695,3.055,0.0,0.0,0.67535,0.0
GJ 9827 b,0.01532,0.00116,0.00116,0.0,0.0,0.13641,0.00517
GJ 9827 c,0.00604,0.00154,0.00154,0.0,0.0,0.107,0.0041
GJ 9827 d,0.01076,0.00195,0.00195,0.0,0.0,0.17441,0.00669
Gl 378 b,0.04097,0.006,0.006,0.006,0.006,0.67535,0.0
Gl 410 b,0.0249,0.0038,0.0038,0.0038,0.0038,0.67535,0.0
Gl 514 b,0.0164,0.0028,0.0028,0.0028,0.0028,0.67535,0.0
Gl 686 b,0.02029,0.0028,0.0028,0.0028,0.0028,0.67535,0.0
Gl 725 Ab,2.78,0.35,0.35,0.35,0.35,0.67535,0.0
Gliese 12 b,0.00494,0.00236,0.0025,0.0,0.0,0.0919,0.0098
Gliese 49 Ab,0.01771,0.00214,0.00214,0.00214,0.00214,0.67535,0.0
GU Psc b,11.0,1.0,1.0,0.0,0.0,1.35,0.03
HAT-P-10 Ab,0.46,0.028,0.028,0.0,0.0,1.045,0.033
HAT-P-11 b,0.0736,0.0047,0.0047,0.0,0.0,0.389,0.0054
HAT-P-11 c,3.06,0.4,0.4,0.085,0.094,0.67535,0.0
HAT-P-12 b,0.210489885,0.013183148,0.013183148,0.0,0.0,0.949,0.061
HAT-P-13 b,0.9,0.03,0.03,0.0,0.0,1.44,0.04
HAT-P-14 Ab,2.444,0.06,0.06,0.0,0.0,1.01,0.038
HAT-P-15 b,1.946,0.066,0.066,0.0,0.0,1.072,0.043
HAT-P-16 Ab,4.193,0.094,0.094,0.0,0.0,1.289,0.066
HAT-P-17 b,0.571,0.018,0.018,0.0,0.0,0.98,0.03
HAT-P-17 c,1.4,0.0,0.0,0.0,0.0,0.67535,0.0
HAT-P-18 Ab,0.183,0.032,0.034,0.0,0.0,0.947,0.044
HAT-P-19 b,0.292,0.018,0.018,0.0,0.0,1.132,0.072
HAT-P-1 Bb,0.525,0.019,0.019,0.0,0.0,1.319,0.019
HAT-P-20 Ab,7.246,0.187,0.187,0.0,0.0,0.867,0.033
HAT-P-21 b,4.063,0.161,0.161,0.0,0.0,1.024,0.092
HAT-P-22 Ab,2.147,0.061,0.061,0.0,0.0,1.08,0.058
HAT-P-23 b,2.09,0.11,0.11,0.0,0.0,1.368,0.09
HAT-P-24 Ab,0.685,0.033,0.033,0.0,0.0,1.242,0.067
HAT-P-25 b,0.567,0.0,0.0,0.0,0.0,1.19,0.0
HAT-P-26 b,0.0585,0.00717,0.00717,0.0,0.0,0.57,0.01
HAT-P-27 Ab,0.66,0.033,0.033,0.0,0.0,1.055,0.036
HAT-P-28 b,0.626,0.037,0.037,0.0,0.0,1.212,0.082
HAT-P-29 b,0.778,0.04,0.076,0.0,0.0,1.107,0.082
HAT-P-2 b,8.74,0.26,0.26,0.0,0.0,0.951,0.053
HAT-P-2 c,10.7,2.2,5.2,2.2,5.2,0.67535,0.0
HAT-P-30 Ab,0.723,0.017,0.017,0.0,0.0,1.41,0.036
HAT-P-31 b,2.171,0.077,0.105,0.0,0.0,1.07,0.16
HAT-P-32 Ab,0.75,0.13,0.13,0.0,0.0,1.789,0.025
HAT-P-33 Ab,0.763,0.117,0.117,0.0,0.0,1.827,0.29
HAT-P-34 b,3.64,0.211,0.211,0.0,0.0,1.142,0.09
HAT-P-35 Ab,1.054,0.033,0.033,0.0,0.0,1.332,0.098
HAT-P-36 b,1.832,0.099,0.099,0.0,0.0,1.264,0.071
